label,t,f_up_0,f_up_1,f_up_2,f_up_3,f_up_4,f_up_5,f_up_6,f_up_7,f_down_0,f_down_1,f_down_2,f_down_3,f_down_4,f_down_5,f_down_6,f_down_7
1,0.16596165961659617,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
0,0.12669126691266913,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.2929229292292923,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0.009200092000920009,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0.1859818598185982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.14709147091470914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0973509735097351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.013670136701367014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.3194131941319413,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,0.1948919489194892,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.17801178011780117,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0.07621076210762108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.14818148181481813,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0.011560115601156011,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.3803838038380384,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0.004660046600466004,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,0.00027000270002700027,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.17663176631766317,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.27955279552795526,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0.08252082520825207,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,0.04411044110441104,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
1,0.14057140571405713,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0.3546835468354683,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0.2738827388273883,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0.06931069310693107,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
0,0.28244282442824425,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
1,0.14063140631406315,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
0,0.3085530855308553,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1,0.24137241372413723,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.052570525705257054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.25500255002550026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1147011470114701,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.2836028360283603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.24744247442474424,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0.28451284512845126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.2991629916299163,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
0,0.37944379443794435,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0.00925009250092501,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.18607186071860718,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.1051610516105161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.2093220932209322,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.015710157101571014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.23966239662396624,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.25156251562515625,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0.07151071510715107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.23144231442314422,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,0.007210072100721007,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1,0.25029250292502925,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0.17090170901709018,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0.3663736637366374,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0.3428034280342803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1971619716197162,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.3149631496314963,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.23613236132361323,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1
1,0.24846248462484624,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
1,0.33690336903369034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.16280162801628015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.33404334043340433,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.17905179051790518,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.26029260292602924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0.2631726317263173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.2942429424294243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.37449374493744936,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
1,0.1060510605106051,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
0,0.37148371483714837,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.15876158761587617,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1,0.14729147291472913,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
1,0.13220132201322013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.33392333923339235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.14331143311433114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0016700167001670017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.09337093370933709,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.26541265412654125,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1,0.36056360563605633,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1820418204182042,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.26294262942629426,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0.016700167001670017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,0.15014150141501414,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
0,0.3147231472314723,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
0,0.2928729287292873,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
0,0.28902289022890226,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.36646366463664637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1996919969199692,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.2049420494204942,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0.3242132421324213,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0.37124371243712434,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0.09687096870968709,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1,0.12220122201222013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1981219812198122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.2088720887208872,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.1013810138101381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.3929339293392934,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0.36461364613646136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0.22849228492284923,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1,0.22308223082230821,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.34904349043490435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.22781227812278124,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0.25398253982539826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.08372083720837208,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.1117311173111731,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.12307123071230712,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0.25710257102571027,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0.2759127591275913,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.01937019370193702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.21643216432164322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.27838278382783826,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0.26141261412614125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.07480074800748007,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.21417214172141721,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.09672096720967209,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.1969719697196972,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0.16637166371663717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.33122331223312235,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,0.06106061060610606,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0.025890258902589027,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0.37105371053710534,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0.2134021340213402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.37353373533735335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.23830238302383022,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0.2953629536295363,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.12481124811248112,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0.25006250062500623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.03940039400394004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.14540145401454013,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
0,0.09572095720957209,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.009080090800908009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.09757097570975709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.2911729117291173,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0034600346003460032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.35855358553585537,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,0.045080450804508045,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.32076320763207633,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0.1046710467104671,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0.25822258222582223,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.006050060500605006,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
0,0.24621246212462125,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0,0.14481144811448116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.04368043680436804,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0.30135301353013527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.32648326483264833,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.08757087570875709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.27993279932799325,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.32064320643206434,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.12193121931219313,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,0.28498284982849825,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0.11786117861178612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.14455144551445515,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.15822158221582217,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.32391323913239134,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0.36396363963639633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.3024030240302403,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0.06152061520615206,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0.08526085260852609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.045970459704597046,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
1,0.14203142031420313,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.07129071290712907,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.18037180371803718,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.13084130841308414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.18331183311833119,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.04634046340463405,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0.24896248962489625,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0.23882238822388224,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.2051820518205182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.3964639646396464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.05659056590565906,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
1,0.2947329473294733,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0.03260032600326003,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,0.03044030440304403,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.3819138191381914,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0,0.34593345933459335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.27367273672736725,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,0.12459124591245913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.3192031920319203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.047700477004770044,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0.05010050100501005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.1952419524195242,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.2938129381293813,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,0.23888238882388824,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0,0.14701147011470114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.24077240772407724,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0.12461124611246112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.3289732897328973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.1031010310103101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.10584105841058411,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.1085310853108531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.26394263942639423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.37887378873788735,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0.35317353173531735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.027960279602796026,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,0.07049070490704908,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0.24493244932449323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.2752827528275283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.22444224442244423,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.27504275042750426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.2070820708207082,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,0.18100181001810017,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,0.31339313393133933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.13382133821338213,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.15370153701537015,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0.07085070850708507,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0.22359223592235922,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.3609736097360974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.26583265832658326,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1
0,0.26475264752647526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.24989249892498924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.17379173791737917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.2163121631216312,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
1,0.3032930329303293,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.2936729367293673,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0.38952389523895237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.21918219182191823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.04457044570445704,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0.33757337573375734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.37256372563725637,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.3825538255382554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.055020550205502054,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
1,0.24670246702467025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.37986379863798636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.3769537695376954,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0.3237632376323763,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.25581255812558124,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.13768137681376813,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0,0.3362933629336293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0.26058260582605824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.05122051220512205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.036760367603676035,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0.08808088080880809,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0.02878028780287803,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0.16274162741627415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.2557125571255712,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0.12730127301273012,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0.35829358293582936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.27933279332793326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.09193091930919309,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.16863168631686318,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.01050010500105001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.2671426714267143,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.03253032530325303,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0.026600266002660026,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
1,0.09610096100961009,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0.00047000470004700045,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.3113531135311353,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0.3526835268352683,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.10974109741097411,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0.19630196301963018,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.38958389583895836,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.03104031040310403,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0.11001110011100111,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0.03197031970319703,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.25699256992569924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.27106271062710624,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.25344253442534426,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,0.2840528405284053,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.24914249142491424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.12594125941259413,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0.23733237332373322,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.20677206772067722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.14583145831458313,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
0,0.12340123401234013,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0.26663266632666327,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.36308363083630835,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0.1035410354103541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.3957939579395794,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
1,0.06554065540655406,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0,0.07050070500705007,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
1,0.07516075160751608,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.14733147331473315,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0.26115261152611524,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.3895138951389514,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0.16511165111651116,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
0,0.06796067960679607,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.37064370643706435,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0
1,0.33017330173301734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.3051030510305103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.2846328463284633,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.29226292262922626,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.08557085570855709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.08535085350853508,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0.36289362893628935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.15765157651576517,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.2849628496284963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0013800138001380015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.047490474904749044,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0.029200292002920028,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0.33007330073300734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.37786377863778636,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0.2926529265292653,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.14286142861428613,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.34704347043470435,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.056620566205662054,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,0.23252232522325222,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.22045220452204523,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0.34306343063430633,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.09244092440924409,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,0.1087910879108791,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.27329273292732925,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0.1945119451194512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.18593185931859318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.35999359993599933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.26331263312633124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.07580075800758007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.35136351363513635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.3198931989319893,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0.21514215142151422,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
1,0.35111351113511136,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
0,0.17720177201772017,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1,0.18556185561855618,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0.3089330893308933,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.34821348213482134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.3761037610376104,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0.2002120021200212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.25044250442504423,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1984819848198482,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0.07754077540775407,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.16376163761637616,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0.062010620106201064,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0.06680066800668007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.23825238252382525,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.3806038060380604,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.3056630566305663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.27733277332773326,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0.08496084960849608,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.3190631906319063,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
